customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,EstimatedAnnualRevenue,TenureGroup,ChargeLevel,CustomerValue
0531-XBKMM,MALE,0,NO,YES,66,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),65.7,4378.9,NO,YES,YES,DSL,YES,YES,NO,YES,NO,NO,788.4,LOYAL,MEDIUM,STANDARD
0531-ZZJWQ,MALE,1,YES,NO,55,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74,4052.4,NO,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,888,LOYAL,MEDIUM,STANDARD
0533-BNWKF,FEMALE,1,YES,NO,55,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.45,4874.7,YES,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,NO,1025.4,LOYAL,HIGH,HIGH VALUE
0533-UCAAU,MALE,1,YES,NO,57,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),71.1,4140.1,NO,YES,YES,DSL,NO,YES,YES,NO,YES,NO,853.2,LOYAL,MEDIUM,STANDARD
0536-ACXIP,FEMALE,0,YES,NO,72,TWO YEAR,YES,ELECTRONIC CHECK,109.55,8165.1,NO,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,1314.6,LOYAL,HIGH,HIGH VALUE
0536-BGFMZ,FEMALE,0,YES,NO,28,MONTH-TO-MONTH,NO,MAILED CHECK,20.5,563.05,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,246,ESTABLISHED,LOW,STANDARD
0536-ESJEP,MALE,0,YES,NO,54,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),74.55,4191.45,NO,YES,NO,DSL,YES,YES,NO,NO,YES,YES,894.6,LOYAL,MEDIUM,STANDARD
0537-QYZZN,MALE,1,YES,YES,24,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.85,1857.75,NO,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,958.2,DEVELOPING,MEDIUM,STANDARD
0541-FITGH,FEMALE,0,YES,NO,2,MONTH-TO-MONTH,YES,MAILED CHECK,62.15,113.1,NO,YES,NO,DSL,YES,NO,NO,NO,NO,YES,745.8,NEW CUSTOMER,MEDIUM,STANDARD
0547-HURJB,MALE,0,NO,YES,12,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),21.05,235.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,252.6,NEW CUSTOMER,LOW,STANDARD
0549-CYCQN,MALE,1,NO,NO,51,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),79.6,3974.7,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,955.2,LOYAL,MEDIUM,STANDARD
0550-DCXLH,MALE,0,NO,NO,13,MONTH-TO-MONTH,NO,MAILED CHECK,73.35,931.55,NO,YES,NO,DSL,NO,YES,NO,YES,YES,YES,880.2,DEVELOPING,MEDIUM,STANDARD
0556-FJEGU,MALE,0,NO,NO,58,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),70.1,4048.95,NO,YES,NO,DSL,NO,YES,YES,YES,YES,NO,841.2,LOYAL,MEDIUM,STANDARD
0557-ASKVU,FEMALE,0,YES,YES,18,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),54.4,957.1,NO,YES,NO,DSL,NO,NO,YES,YES,NO,NO,652.8,DEVELOPING,MEDIUM,STANDARD
0559-CKHUS,FEMALE,0,YES,NO,29,TWO YEAR,YES,MAILED CHECK,19.55,521.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,234.6,ESTABLISHED,LOW,STANDARD
0562-FGDCR,FEMALE,0,YES,YES,72,TWO YEAR,NO,MAILED CHECK,74.55,5430.65,NO,YES,YES,DSL,YES,YES,NO,YES,YES,NO,894.6,LOYAL,MEDIUM,STANDARD
0562-HKHML,MALE,0,YES,YES,71,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),23.9,1626.4,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,286.8,LOYAL,LOW,STANDARD
0562-KBDVM,FEMALE,0,NO,NO,70,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),44.6,3058.15,NO,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,NO,NO,535.2,LOYAL,MEDIUM,STANDARD
0564-JJHGS,MALE,0,NO,NO,9,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.5,829.1,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1146,NEW CUSTOMER,HIGH,STANDARD
0564-MUUQK,FEMALE,0,YES,YES,20,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),95.5,1916.2,NO,YES,YES,FIBER OPTIC,NO,NO,YES,YES,NO,YES,1146,DEVELOPING,HIGH,STANDARD
0565-IYCGT,MALE,0,NO,NO,69,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),78.6,5356.45,YES,YES,YES,DSL,YES,YES,YES,YES,NO,YES,943.2,LOYAL,MEDIUM,STANDARD
0565-JUPYD,MALE,0,NO,NO,63,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),104.5,6590.8,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,NO,1254,LOYAL,HIGH,HIGH VALUE
0567-GGCAC,FEMALE,0,NO,NO,7,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,61.4,438.9,NO,YES,NO,DSL,YES,YES,YES,NO,NO,NO,736.8,NEW CUSTOMER,MEDIUM,STANDARD
0567-XRHCU,FEMALE,0,YES,YES,69,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),43.95,2960.1,NO,NO,NO PHONE SERVICE,DSL,YES,NO,YES,NO,NO,YES,527.4,LOYAL,MEDIUM,STANDARD
0568-ONFPC,MALE,0,YES,YES,5,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),25.9,135,YES,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,310.8,NEW CUSTOMER,LOW,STANDARD
0570-BFQHT,FEMALE,0,NO,NO,9,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,80.55,653.9,NO,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,966.6,NEW CUSTOMER,HIGH,STANDARD
0572-ZJKLT,FEMALE,0,YES,YES,46,TWO YEAR,NO,MAILED CHECK,99.65,4630.2,NO,YES,YES,FIBER OPTIC,YES,NO,YES,YES,NO,YES,1195.8,ESTABLISHED,HIGH,HIGH VALUE
0575-CUQOV,MALE,1,YES,NO,60,ONE YEAR,YES,ELECTRONIC CHECK,97.95,5867,NO,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1175.4,LOYAL,HIGH,HIGH VALUE
0576-WNXXC,MALE,1,YES,NO,27,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.55,2510.2,YES,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,1146.6,ESTABLISHED,HIGH,HIGH VALUE
0577-WHMEV,FEMALE,0,YES,NO,16,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,90.7,1374.9,NO,YES,YES,FIBER OPTIC,YES,YES,YES,NO,NO,NO,1088.4,DEVELOPING,HIGH,STANDARD
0578-SKVMF,FEMALE,0,YES,YES,22,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,83.3,1845.9,YES,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,YES,999.6,DEVELOPING,HIGH,STANDARD
0580-PIQHM,FEMALE,0,YES,YES,41,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),101.6,3930.55,NO,YES,YES,FIBER OPTIC,YES,YES,YES,NO,NO,YES,1219.2,ESTABLISHED,HIGH,HIGH VALUE
0581-BXBUB,FEMALE,1,NO,NO,4,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,72.75,317.75,NO,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,873,NEW CUSTOMER,MEDIUM,STANDARD
0581-MDMPW,FEMALE,0,NO,NO,24,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),88.95,2072.75,NO,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,NO,1067.4,DEVELOPING,HIGH,HIGH VALUE
0582-AVCLN,FEMALE,0,NO,NO,38,TWO YEAR,NO,MAILED CHECK,20.3,743.05,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,243.6,ESTABLISHED,LOW,STANDARD
0584-BJQGZ,FEMALE,0,NO,NO,25,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),78.35,1837.9,NO,YES,YES,DSL,YES,YES,YES,YES,YES,NO,940.2,ESTABLISHED,MEDIUM,STANDARD
0585-EGDDA,MALE,0,YES,NO,40,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80,3168.75,NO,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,960,ESTABLISHED,HIGH,HIGH VALUE
0587-DMGBH,FEMALE,0,NO,NO,8,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,49.85,365.55,YES,YES,NO,DSL,YES,NO,NO,NO,NO,NO,598.2,NEW CUSTOMER,MEDIUM,STANDARD
0594-UFTUL,MALE,0,YES,YES,13,MONTH-TO-MONTH,YES,MAILED CHECK,19.85,252,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,238.2,DEVELOPING,LOW,STANDARD
0595-ITUDF,MALE,0,YES,YES,64,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,91.8,5960.5,NO,YES,YES,FIBER OPTIC,YES,YES,YES,NO,NO,NO,1101.6,LOYAL,HIGH,HIGH VALUE
0596-BQCEQ,FEMALE,0,YES,YES,62,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,100.15,6283.3,YES,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1201.8,LOYAL,HIGH,HIGH VALUE
0599-XNYDO,FEMALE,0,YES,NO,20,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),69.8,1540.35,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,837.6,DEVELOPING,MEDIUM,STANDARD
0601-WZHJF,MALE,0,YES,NO,14,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,46.35,667.7,YES,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,YES,YES,556.2,DEVELOPING,MEDIUM,STANDARD
0602-DDUML,FEMALE,0,NO,NO,57,TWO YEAR,NO,MAILED CHECK,69.75,3894.4,NO,YES,NO,DSL,NO,YES,YES,YES,YES,NO,837,LOYAL,MEDIUM,STANDARD
0603-OLQDC,MALE,0,NO,YES,12,MONTH-TO-MONTH,YES,MAILED CHECK,69.85,837.5,NO,YES,NO,DSL,YES,NO,NO,NO,YES,YES,838.2,NEW CUSTOMER,MEDIUM,STANDARD
0603-TPMIB,FEMALE,0,YES,YES,59,TWO YEAR,NO,MAILED CHECK,25.45,1534.05,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,305.4,LOYAL,LOW,STANDARD
0604-THJFP,FEMALE,0,YES,YES,59,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),75.95,4542.35,NO,YES,NO,DSL,NO,YES,NO,YES,YES,YES,911.4,LOYAL,MEDIUM,STANDARD
0607-DAAHE,MALE,0,NO,YES,53,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.75,1052.35,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,237,LOYAL,LOW,STANDARD
0607-MVMGC,MALE,0,YES,YES,45,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),78.75,3600.65,NO,YES,YES,DSL,NO,YES,YES,NO,YES,YES,945,ESTABLISHED,MEDIUM,STANDARD
0608-JDVEC,MALE,0,YES,NO,50,TWO YEAR,NO,ELECTRONIC CHECK,19.8,1013.2,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,237.6,LOYAL,LOW,STANDARD
0611-DFXKO,MALE,0,YES,NO,20,MONTH-TO-MONTH,YES,MAILED CHECK,89,1820.45,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1068,DEVELOPING,HIGH,STANDARD
0612-RTZZA,FEMALE,1,NO,NO,1,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,25.25,25.25,YES,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,303,NEW CUSTOMER,LOW,STANDARD
0613-WUXUM,FEMALE,0,YES,YES,70,TWO YEAR,YES,MAILED CHECK,19.2,1401.4,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,230.4,LOYAL,LOW,STANDARD
0616-ATFGB,MALE,1,YES,NO,1,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,25.05,25.05,YES,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,300.6,NEW CUSTOMER,LOW,STANDARD
0617-AQNWT,FEMALE,0,YES,NO,64,TWO YEAR,NO,ELECTRONIC CHECK,47.85,3147.5,YES,NO,NO PHONE SERVICE,DSL,YES,NO,YES,YES,NO,YES,574.2,LOYAL,MEDIUM,STANDARD
0617-FHSGK,MALE,0,NO,YES,49,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),75.2,3678.3,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,902.4,LOYAL,MEDIUM,STANDARD
0618-XWMSS,MALE,0,NO,YES,28,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),74.9,2068.55,YES,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,898.8,ESTABLISHED,MEDIUM,STANDARD
0619-OLYUR,MALE,0,YES,NO,72,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),111.9,8071.05,NO,YES,YES,FIBER OPTIC,YES,NO,YES,YES,YES,YES,1342.8,LOYAL,HIGH,HIGH VALUE
0620-DLSLK,FEMALE,0,NO,NO,13,MONTH-TO-MONTH,YES,MAILED CHECK,81.9,1028.9,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,982.8,DEVELOPING,HIGH,STANDARD
0620-XEFWH,MALE,0,YES,YES,4,MONTH-TO-MONTH,NO,MAILED CHECK,18.85,84.2,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,226.2,NEW CUSTOMER,LOW,STANDARD
0621-CXBKL,FEMALE,0,NO,NO,53,TWO YEAR,NO,MAILED CHECK,18.7,1005.7,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,224.4,LOYAL,LOW,STANDARD
0621-HJWXJ,FEMALE,0,YES,NO,63,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),81.55,5029.05,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,978.6,LOYAL,HIGH,HIGH VALUE
0621-JFHOL,FEMALE,0,NO,NO,10,TWO YEAR,YES,MAILED CHECK,29.6,299.05,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,YES,NO,NO,355.2,NEW CUSTOMER,LOW,STANDARD
0621-TSSMU,MALE,0,YES,NO,56,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),19.95,1126.75,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,239.4,LOYAL,LOW,STANDARD
0621-TWIEM,MALE,0,NO,NO,10,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,45.55,402.6,YES,YES,NO,DSL,NO,NO,NO,NO,NO,NO,546.6,NEW CUSTOMER,MEDIUM,STANDARD
0623-EJQEG,MALE,0,NO,NO,65,ONE YEAR,NO,ELECTRONIC CHECK,93.55,6069.25,NO,YES,YES,FIBER OPTIC,YES,NO,NO,YES,NO,YES,1122.6,LOYAL,HIGH,HIGH VALUE
0623-GDISB,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),48.45,48.45,NO,YES,NO,DSL,YES,NO,NO,NO,NO,NO,581.4,NEW CUSTOMER,MEDIUM,STANDARD
0623-IIHUG,FEMALE,1,NO,NO,21,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,41.9,840.1,YES,NO,NO PHONE SERVICE,DSL,YES,NO,NO,NO,YES,NO,502.8,DEVELOPING,MEDIUM,STANDARD
0625-AFOHS,FEMALE,0,YES,YES,29,TWO YEAR,NO,MAILED CHECK,20.2,558.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,242.4,ESTABLISHED,LOW,STANDARD
0626-QXNGV,FEMALE,0,YES,NO,72,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),24.15,1776.45,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,289.8,LOYAL,LOW,STANDARD
0628-CNQRM,MALE,0,YES,YES,22,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),67.5,1544.05,YES,YES,NO,DSL,YES,NO,YES,YES,YES,NO,810,DEVELOPING,MEDIUM,STANDARD
0634-SZPQA,FEMALE,0,NO,NO,23,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),90.05,2169.8,YES,YES,YES,FIBER OPTIC,YES,NO,NO,NO,YES,NO,1080.6,DEVELOPING,HIGH,STANDARD
0635-WKOLD,MALE,0,YES,NO,40,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),70.75,2921.75,NO,YES,YES,DSL,NO,YES,NO,YES,YES,NO,849,ESTABLISHED,MEDIUM,STANDARD
0637-KVDLV,MALE,0,NO,NO,2,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,76.5,162.45,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,918,NEW CUSTOMER,MEDIUM,STANDARD
0637-UBJRP,MALE,0,YES,YES,13,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.05,1095.3,YES,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,YES,1008.6,DEVELOPING,HIGH,STANDARD
0637-YLETY,FEMALE,0,NO,NO,16,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),95.6,1555.65,YES,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,1147.2,DEVELOPING,HIGH,STANDARD
0639-TSIQW,FEMALE,0,NO,NO,67,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),102.95,6886.25,YES,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,NO,1235.4,LOYAL,HIGH,HIGH VALUE
0640-YJTPY,MALE,0,YES,YES,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),21,1493.75,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,252,LOYAL,LOW,STANDARD
0641-EVBOJ,MALE,0,NO,NO,3,MONTH-TO-MONTH,YES,MAILED CHECK,82.3,214.4,NO,YES,NO,FIBER OPTIC,YES,NO,NO,YES,NO,NO,987.6,NEW CUSTOMER,HIGH,STANDARD
0643-OKLRP,FEMALE,1,YES,NO,47,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,80.35,3825.85,YES,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,964.2,ESTABLISHED,HIGH,HIGH VALUE
0644-OQMDK,MALE,1,NO,NO,4,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.65,293.85,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,847.8,NEW CUSTOMER,MEDIUM,STANDARD
0650-BWOZN,FEMALE,1,NO,NO,18,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,73.55,1359.45,NO,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,882.6,DEVELOPING,MEDIUM,STANDARD
0654-HMSHN,MALE,0,YES,YES,21,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,104.4,2157.95,YES,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1252.8,DEVELOPING,HIGH,STANDARD
0654-PQKDW,FEMALE,0,YES,YES,62,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),70.75,4263.45,NO,YES,NO,DSL,YES,NO,YES,YES,YES,NO,849,LOYAL,MEDIUM,STANDARD
0655-RBDUG,MALE,0,NO,NO,7,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),98.05,713,YES,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1176.6,NEW CUSTOMER,HIGH,STANDARD
0655-YDGFJ,MALE,0,NO,NO,29,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),48.95,1323.7,NO,YES,NO,DSL,NO,NO,YES,NO,NO,NO,587.4,ESTABLISHED,MEDIUM,STANDARD
0657-DOGUM,FEMALE,0,YES,NO,48,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),60.6,2985.25,NO,YES,YES,DSL,YES,NO,NO,YES,NO,NO,727.2,ESTABLISHED,MEDIUM,STANDARD
0661-KBKPA,MALE,0,YES,YES,53,ONE YEAR,YES,MAILED CHECK,78.75,3942.45,NO,YES,YES,DSL,NO,NO,YES,YES,YES,YES,945,LOYAL,MEDIUM,STANDARD
0661-KQHNK,FEMALE,0,YES,YES,6,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),19,105.5,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,228,NEW CUSTOMER,LOW,STANDARD
0661-WCQNQ,MALE,0,YES,NO,22,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),56.25,1292.2,NO,YES,NO,DSL,YES,NO,NO,YES,NO,NO,675,DEVELOPING,MEDIUM,STANDARD
0661-XEYAN,FEMALE,1,NO,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,25.8,25.8,YES,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,309.6,NEW CUSTOMER,LOW,STANDARD
0665-XHDJU,MALE,0,YES,NO,72,TWO YEAR,YES,ELECTRONIC CHECK,99.4,7285.7,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1192.8,LOYAL,HIGH,HIGH VALUE
0666-UXTJO,MALE,1,YES,NO,34,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),85.2,2874.45,NO,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,1022.4,ESTABLISHED,HIGH,HIGH VALUE
0667-NSRGI,FEMALE,0,YES,NO,48,ONE YEAR,YES,MAILED CHECK,69.55,3435.6,NO,YES,YES,DSL,NO,NO,YES,YES,NO,YES,834.6,ESTABLISHED,MEDIUM,STANDARD
0668-OGMHD,FEMALE,0,YES,NO,21,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,28.5,629.35,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,NO,NO,NO,342,DEVELOPING,LOW,STANDARD
0670-ANMUU,MALE,0,NO,NO,71,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),97.65,6687.85,NO,YES,YES,FIBER OPTIC,YES,NO,NO,YES,NO,YES,1171.8,LOYAL,HIGH,HIGH VALUE
0670-KDOMA,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,20.25,20.25,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,243,NEW CUSTOMER,LOW,STANDARD
0673-IGUQO,MALE,0,NO,NO,1,MONTH-TO-MONTH,NO,MAILED CHECK,20.45,20.45,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,245.4,NEW CUSTOMER,LOW,STANDARD
0674-DGMAQ,MALE,1,YES,NO,32,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,93.5,2970.8,NO,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,1122,ESTABLISHED,HIGH,HIGH VALUE
0674-EYYZV,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,54.65,54.65,NO,YES,NO,DSL,NO,NO,NO,NO,YES,NO,655.8,NEW CUSTOMER,MEDIUM,STANDARD
0674-GCDXG,MALE,0,NO,NO,63,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),71.9,4479.2,NO,YES,YES,DSL,YES,NO,YES,YES,NO,YES,862.8,LOYAL,MEDIUM,STANDARD
0675-NCDYU,FEMALE,0,YES,YES,72,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),116.4,8543.25,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1396.8,LOYAL,HIGH,HIGH VALUE
0678-RLHVP,FEMALE,0,NO,NO,53,TWO YEAR,NO,ELECTRONIC CHECK,105.55,5682.25,NO,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1266.6,LOYAL,HIGH,HIGH VALUE
0679-IDSTG,FEMALE,1,YES,YES,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.25,69.25,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,831,NEW CUSTOMER,MEDIUM,STANDARD
0679-TDGAK,MALE,0,YES,YES,50,ONE YEAR,NO,ELECTRONIC CHECK,75.5,4025.6,NO,YES,NO,DSL,YES,NO,NO,YES,YES,YES,906,LOYAL,MEDIUM,STANDARD
0680-DFNNY,MALE,0,YES,NO,15,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,101.1,1504.05,YES,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1213.2,DEVELOPING,HIGH,STANDARD
